Date,Area,Title,Type,Bedroom,Size,Price
850 sq.ft, Seri Kembangan ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,850 sq.ft, RM 490 000 
 3 Bedrooms , Bangi ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  ,"
Apartments
","
3 Bedrooms
","1027 sq.ft
", RM 245 000 
 2 Bathrooms , Bangi ,"  Metropolitan square condo damansara perdana,  ","
Apartments
","
3 Bedrooms
","1704 sq.ft
", RM 900 000 
"
New
", Klang ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 2 Bedrooms ,516 sq.ft, RM 180 000 
"
Hobby & Collectibles
", Seri Kembangan ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,700 sq.ft, RM 285 000 
"  Today, 04:13   Damansara Damai   ", Seri Kembangan ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,850 sq.ft, RM 363 240 
 Apartments , Bandar Utama ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 236 000 
516 sq.ft, Selayang ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 247 000 
 2 Bedrooms , Serdang ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 235 000 
 1 Bathroom , Damansara Damai ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,750 sq.ft, RM 300 000 
"  Today, 03:08   Damansara Damai   ", Damansara Damai ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 200 000 
 Apartments , Balakong ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,780 sq.ft, RM 490 000 
700 sq.ft, Ulu Klang ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,753 sq.ft, RM 399 999 
 3 Bedrooms , Ampang ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,882 sq.ft, RM 350 000 
 2 Bathrooms , Gombak ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,663 sq.ft, RM 90 000 
"  Today, 03:07   Balakong   ", Puchong ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 2 Bedrooms ,665 sq.ft, RM 240 000 
 Apartments , Damansara Perdana ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 300 000 
850 sq.ft, Puchong ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,980 sq.ft, RM 310 000 
 3 Bedrooms , Kota Kemuning ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,700 sq.ft, RM 195 000 
 2 Bathrooms , Ampang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 4 Bedrooms ,1913 sq.ft, RM 35 500 
"  Today, 02:05   Ulu Klang   ", Sepang ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,817 sq.ft, RM 680 000 
 Apartments , Cyberjaya ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,855 sq.ft, RM 580 000 
1000 sq.ft, Puchong ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,1200 sq.ft, RM 153 000 
 3 Bedrooms , Shah Alam ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,816 sq.ft, RM 100 000 
 2 Bathrooms , Shah Alam ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 1 Bedroom ,450 sq.ft, RM 408 000 
"  Today, 02:05   Ampang   ", Shah Alam ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 420 000 
 Apartments , Cyberjaya ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,750 sq.ft, RM 190 000 
850 sq.ft, Saujana ,  Renovated ground floor apartment  , Apartments , 2 Bedrooms ,615 sq.ft, RM 245 000 
 3 Bedrooms , Klang ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 2 Bedrooms ,753 sq.ft, RM 116 700 
 2 Bathrooms , Batu Caves ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 150 000 
"  Today, 01:22   Gombak   ", Shah Alam ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,689 sq.ft, RM 280 000 
 Apartments , Bangi ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,652 sq.ft, RM 800 000 
1130 sq.ft, Damansara Damai ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,940 sq.ft, RM 129 000 
 3 Bedrooms , USJ ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,900 sq.ft, RM 135 000 
 2 Bathrooms , Kelana Jaya ,  Bayu Puteri Apartment Nice Unit  , Apartments , 4 Bedrooms ,800 sq.ft, RM 420 000 
"  Today, 01:18   Puchong   ", Kelana Jaya ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,864 sq.ft, RM 155 000 
 Apartments , Puchong ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,857 sq.ft, RM 250 000 
750 sq.ft, Bangi ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,720 sq.ft, RM 170 000 
 3 Bedrooms , Ara Damansara ,  Residensi Permata Melawati  , Apartments , 4 Bedrooms ,864 sq.ft, RM 463 950 
 2 Bathrooms , Seri Kembangan ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 4 Bedrooms ,1423 sq.ft, RM 265 000 
"  Today, 00:50   Damansara Perdana   ", Bangi ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 2 Bedrooms ,487 sq.ft, RM 490 000 
 Apartments , Bangi ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,720 sq.ft, RM 245 000 
2005 sq.ft, Klang ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 900 000 
 4 Bedrooms , Seri Kembangan ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  ,"
Apartments
","
3 Bedrooms
","1016 sq.ft
", RM 180 000 
 4 Bathrooms , Seri Kembangan ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  ,"
Apartments
","
6 Bedrooms
","780 sq.ft
", RM 285 000 
"  Today, 00:20   Puchong   ", Bandar Utama ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 2 Bedrooms ,516 sq.ft, RM 363 240 
 Apartments , Selayang ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,700 sq.ft, RM 236 000 
780 sq.ft, Serdang ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 247 000 
 3 Bedrooms , Damansara Damai ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 235 000 
 2 Bathrooms , Damansara Damai ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 300 000 
"  Today, 00:20   Kota Kemuning   ", Balakong ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 200 000 
 Apartments , Ulu Klang ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,750 sq.ft, RM 490 000 
753 sq.ft, Ampang ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 399 999 
 3 Bedrooms , Gombak ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,780 sq.ft, RM 350 000 
 2 Bathrooms , Puchong ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 90 000 
"  Today, 00:10   Ampang   ", Damansara Perdana ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,882 sq.ft, RM 240 000 
 Apartments , Puchong ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,663 sq.ft, RM 300 000 
882 sq.ft, Kota Kemuning ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 2 Bedrooms ,665 sq.ft, RM 310 000 
 3 Bedrooms , Ampang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,850 sq.ft, RM 195 000 
 2 Bathrooms , Sepang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,980 sq.ft, RM 35 500 
"  Today, 00:05   Sepang   ", Cyberjaya ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,700 sq.ft, RM 680 000 
 Apartments , Puchong ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 580 000 
663 sq.ft, Shah Alam ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,817 sq.ft, RM 153 000 
 3 Bedrooms , Shah Alam ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,855 sq.ft, RM 100 000 
 2 Bathrooms , Shah Alam ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 408 000 
"  Today, 00:05   Cyberjaya   ", Cyberjaya ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,816 sq.ft, RM 420 000 
 Apartments , Saujana ,  End lot apt sri tanjung bangi  , Apartments , 1 Bedroom ,450 sq.ft, RM 190 000 
665 sq.ft, Klang ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 245 000 
 2 Bedrooms , Batu Caves ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 116 700 
 2 Bathrooms , Shah Alam ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 2 Bedrooms ,615 sq.ft, RM 150 000 
"  Yesterday, 23:45   Puchong   ", Bangi ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 2 Bedrooms ,753 sq.ft, RM 280 000 
 Apartments , Damansara Damai ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 800 000 
850 sq.ft, USJ ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,689 sq.ft, RM 129 000 
 3 Bedrooms , Kelana Jaya ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,652 sq.ft, RM 135 000 
 2 Bathrooms , Kelana Jaya ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,940 sq.ft, RM 420 000 
"  Yesterday, 23:45   Shah Alam   ", Puchong ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,900 sq.ft, RM 155 000 
 Apartments , Bangi ,  Saujana apartment damansara damai  , Apartments , 4 Bedrooms ,800 sq.ft, RM 250 000 
980 sq.ft, Ara Damansara ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,864 sq.ft, RM 170 000 
 3 Bedrooms , Seri Kembangan ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,857 sq.ft, RM 463 950 
 2 Bathrooms , Bangi ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 265 000 
"  Yesterday, 23:45   Shah Alam   ", Bangi ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 4 Bedrooms ,864 sq.ft, RM 490 000 
 Apartments , Klang ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 245 000 
700 sq.ft, Seri Kembangan ,"  Metropolitan square condo damansara perdana,  ", Apartments , 2 Bedrooms ,487 sq.ft, RM 900 000 
 3 Bedrooms , Seri Kembangan ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,720 sq.ft, RM 180 000 
 2 Bathrooms , Bandar Utama ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 285 000 
"  Yesterday, 23:10   Shah Alam   ", Selayang ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  ,"
Apartments
","
2 Bedrooms
","957 sq.ft
", RM 363 240 
 Apartments , Serdang ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  ,"
Apartments
","
3 Bedrooms
","852 sq.ft
", RM 236 000 
1913 sq.ft, Damansara Damai ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 2 Bedrooms ,516 sq.ft, RM 247 000 
 4 Bedrooms , Damansara Damai ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,700 sq.ft, RM 235 000 
 4 Bathrooms , Balakong ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 300 000 
"  Yesterday, 23:09   Cyberjaya   ", Ulu Klang ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 200 000 
 Apartments , Ampang ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 490 000 
817 sq.ft, Gombak ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 399 999 
 3 Bedrooms , Puchong ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,750 sq.ft, RM 350 000 
 2 Bathrooms , Damansara Perdana ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 4 Bedrooms ,2005 sq.ft, RM 90 000 
"  Yesterday, 23:01   Saujana   ", Puchong ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,780 sq.ft, RM 240 000 
 Apartments , Kota Kemuning ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,753 sq.ft, RM 300 000 
855 sq.ft, Ampang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,882 sq.ft, RM 310 000 
 3 Bedrooms , Sepang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,663 sq.ft, RM 195 000 
 2 Bathrooms , Cyberjaya ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 2 Bedrooms ,665 sq.ft, RM 35 500 
"  Yesterday, 22:45   Klang   ", Puchong ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,850 sq.ft, RM 680 000 
 Apartments , Shah Alam ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,980 sq.ft, RM 580 000 
1200 sq.ft, Shah Alam ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 153 000 
 3 Bedrooms , Shah Alam ,  Apartment dahlia bandar seri putra  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 100 000 
 2 Bathrooms , Cyberjaya ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,817 sq.ft, RM 408 000 
"  Yesterday, 22:45   Batu Caves   ", Saujana ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,855 sq.ft, RM 420 000 
 Apartments , Klang ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 190 000 
816 sq.ft, Batu Caves ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,816 sq.ft, RM 245 000 
 3 Bedrooms , Shah Alam ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 1 Bedroom ,450 sq.ft, RM 116 700 
 2 Bathrooms , Bangi ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,1070 sq.ft, RM 150 000 
"  Yesterday, 22:34   Shah Alam   ", Damansara Damai ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 280 000 
 Apartments , USJ ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 2 Bedrooms ,615 sq.ft, RM 800 000 
450 sq.ft, Kelana Jaya ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 2 Bedrooms ,753 sq.ft, RM 129 000 
 1 Bedroom , Kelana Jaya ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,753 sq.ft, RM 135 000 
 1 Bathroom , Puchong ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,689 sq.ft, RM 420 000 
"  Yesterday, 22:25   Bangi   ", Bangi ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,652 sq.ft, RM 155 000 
 Apartments , Ara Damansara ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,940 sq.ft, RM 250 000 
1070 sq.ft, Seri Kembangan ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,900 sq.ft, RM 170 000 
 3 Bedrooms , Bangi ,  Residensi Permata Melawati  , Apartments , 4 Bedrooms ,800 sq.ft, RM 463 950 
 2 Bathrooms , Bangi ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,864 sq.ft, RM 265 000 
"  Yesterday, 22:24   Damansara Damai   ", Klang ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,857 sq.ft, RM 490 000 
 Apartments , Seri Kembangan ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,720 sq.ft, RM 245 000 
750 sq.ft, Seri Kembangan ,"  Metropolitan square condo damansara perdana,  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 900 000 
 3 Bedrooms , Bandar Utama ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 180 000 
 2 Bathrooms , Selayang ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 2 Bedrooms ,487 sq.ft, RM 285 000 
"  Yesterday, 22:21   USJ   ", Serdang ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,720 sq.ft, RM 363 240 
 Apartments , Damansara Damai ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 236 000 
615 sq.ft, Damansara Damai ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  ,"
Apartments
","
3 Bedrooms
","1056 sq.ft
", RM 247 000 
 2 Bedrooms , Balakong ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  ,"
Apartments
","
3 Bedrooms
","850 sq.ft
", RM 235 000 
 1 Bathroom , Ulu Klang ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 2 Bedrooms ,516 sq.ft, RM 300 000 
"  Yesterday, 22:15   Kelana Jaya   ", Ampang ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,700 sq.ft, RM 200 000 
 Apartments , Gombak ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 490 000 
753 sq.ft, Puchong ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 399 999 
 2 Bedrooms , Damansara Perdana ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,850 sq.ft, RM 350 000 
 1 Bathroom , Puchong ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,1130 sq.ft, RM 90 000 
"  Yesterday, 22:10   Kelana Jaya   ", Kota Kemuning ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,750 sq.ft, RM 240 000 
 Apartments , Ampang ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 300 000 
753 sq.ft, Sepang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,780 sq.ft, RM 310 000 
 3 Bedrooms , Cyberjaya ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,753 sq.ft, RM 195 000 
 2 Bathrooms , Puchong ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,882 sq.ft, RM 35 500 
"  Yesterday, 21:55   Puchong   ", Shah Alam ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,663 sq.ft, RM 680 000 
 Apartments , Shah Alam ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 2 Bedrooms ,665 sq.ft, RM 580 000 
689 sq.ft, Shah Alam ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 153 000 
 3 Bedrooms , Cyberjaya ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,980 sq.ft, RM 100 000 
 2 Bathrooms , Saujana ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,700 sq.ft, RM 408 000 
"  Yesterday, 21:55   Bangi   ", Klang ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 420 000 
 Apartments , Batu Caves ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,817 sq.ft, RM 190 000 
652 sq.ft, Shah Alam ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,855 sq.ft, RM 245 000 
 3 Bedrooms , Bangi ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,1200 sq.ft, RM 116 700 
 2 Bathrooms , Damansara Damai ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,816 sq.ft, RM 150 000 
"  Yesterday, 21:40   Ara Damansara   ", USJ ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 1 Bedroom ,450 sq.ft, RM 280 000 
 Apartments , Kelana Jaya ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,1070 sq.ft, RM 800 000 
940 sq.ft, Kelana Jaya ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 129 000 
 3 Bedrooms , Puchong ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 2 Bedrooms ,615 sq.ft, RM 135 000 
 2 Bathrooms , Bangi ,  Bayu Puteri Apartment Nice Unit  , Apartments , 2 Bedrooms ,753 sq.ft, RM 420 000 
"  Yesterday, 21:30   Seri Kembangan   ", Ara Damansara ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,753 sq.ft, RM 155 000 
 Apartments , Seri Kembangan ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,689 sq.ft, RM 250 000 
900 sq.ft, Bangi ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,652 sq.ft, RM 170 000 
 3 Bedrooms , Bangi ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,940 sq.ft, RM 463 950 
 2 Bathrooms , Klang ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,900 sq.ft, RM 265 000 
"  Yesterday, 21:25   Bangi   ", Seri Kembangan ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 4 Bedrooms ,800 sq.ft, RM 490 000 
 Apartments , Seri Kembangan ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,864 sq.ft, RM 245 000 
800 sq.ft, Bandar Utama ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 900 000 
 4 Bedrooms , Selayang ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,720 sq.ft, RM 180 000 
 2 Bathrooms , Serdang ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 4 Bedrooms ,864 sq.ft, RM 285 000 
